Date,Open,High,Low,Close,Adj Close,Volume
2022-07-26,128.259995,129.300003,127.629997,128.080002,118.005997,3645300
2022-07-27,127.970001,129.429993,127.580002,129.119995,118.964188,4175600
2022-07-28,128.750000,129.809998,128.610001,129.220001,119.056320,3913700
2022-07-29,129.520004,131.000000,129.309998,130.789993,120.502823,5786800
2022-08-01,130.750000,132.699997,130.699997,132.039993,121.654518,4142100
2022-08-02,132.199997,132.779999,130.509995,131.809998,121.442612,4403600
2022-08-03,131.820007,132.860001,131.320007,132.339996,121.930916,3088500
2022-08-04,132.149994,132.289993,131.020004,131.639999,121.285988,3179800
2022-08-05,131.250000,132.669998,131.070007,132.479996,122.059906,2586500
2022-08-08,133.100006,133.350006,132.020004,132.610001,122.179680,3821200
2022-08-09,129.919998,130.789993,129.119995,129.470001,120.789581,3496000
2022-08-10,130.750000,131.779999,130.339996,131.500000,122.683487,3664000
2022-08-11,132.360001,133.229996,132.000000,132.539993,123.653748,3501900
2022-08-12,132.619995,134.089996,131.979996,134.009995,125.025215,2766900
2022-08-15,132.960007,135.190002,132.240005,134.929993,125.883514,2791200
2022-08-16,134.600006,137.369995,134.449997,136.559998,127.404236,4313600
2022-08-17,136.460007,138.419998,136.300003,137.789993,128.551758,3667600
2022-08-18,137.789993,139.119995,137.750000,139.070007,129.745972,3177700
2022-08-19,138.750000,139.339996,137.660004,138.369995,129.092896,3155800
2022-08-22,137.649994,137.850006,135.470001,135.550003,126.461952,3093600
2022-08-23,135.369995,136.100006,134.720001,134.740005,125.706253,4141800
2022-08-24,134.889999,135.110001,133.110001,133.229996,124.297501,2855400
2022-08-25,133.649994,134.429993,133.070007,133.979996,124.997215,2706000
2022-08-26,134.100006,134.179993,130.339996,130.380005,121.638588,4185300
2022-08-29,129.990005,131.419998,129.570007,130.309998,121.573265,2783000
2022-08-30,130.559998,130.770004,129.289993,129.580002,120.892212,2407900
2022-08-31,129.919998,130.000000,128.399994,128.449997,119.837967,3490400
2022-09-01,128.399994,129.820007,127.739998,129.660004,120.966866,3396200
2022-09-02,130.300003,130.559998,127.239998,127.790001,119.222229,3040600
2022-09-06,127.800003,128.059998,126.300003,126.720001,118.223961,3347100
2022-09-07,126.690002,127.870003,126.279999,127.709999,119.147583,2401500
2022-09-08,127.199997,128.539993,126.589996,128.470001,119.856644,2964600
2022-09-09,128.899994,129.490005,128.059998,129.190002,120.528358,3291900
2022-09-12,130.330002,130.990005,129.889999,130.660004,121.899818,3741100
2022-09-13,129.139999,129.910004,126.769997,127.250000,118.718422,4565600
2022-09-14,127.500000,129.000000,126.849998,127.690002,119.128937,3819100
2022-09-15,127.389999,127.470001,124.900002,125.489998,117.076431,5141700
2022-09-16,124.360001,127.529999,123.830002,127.269997,118.737083,9839700
2022-09-19,126.489998,128.059998,126.279999,127.730003,119.166252,3981600
2022-09-20,126.900002,126.989998,125.519997,126.300003,117.832130,2837500
2022-09-21,126.889999,127.839996,124.919998,124.930000,116.553978,3389500
2022-09-22,124.760002,126.510002,124.410004,125.309998,116.908501,4046600
2022-09-23,124.529999,125.000000,121.739998,122.709999,114.482819,5195600
2022-09-26,122.300003,124.260002,121.750000,122.010002,113.829758,3987800
2022-09-27,122.599998,123.949997,121.080002,121.739998,113.577850,4117200
2022-09-28,121.650002,123.230003,119.809998,122.760002,114.529465,4996400
2022-09-29,121.849998,122.620003,120.570000,121.629997,113.475220,3817700
2022-09-30,121.660004,122.430000,118.610001,118.809998,110.844284,5346100
2022-10-03,120.160004,122.209999,119.599998,121.510002,113.363274,4261700
2022-10-04,122.800003,125.650002,122.519997,125.500000,117.085762,4566100
2022-10-05,124.709999,126.459999,124.230003,125.739998,117.309669,3212900
2022-10-06,124.879997,125.300003,121.769997,122.230003,114.035004,5074600
2022-10-07,121.500000,121.800003,118.070000,118.820000,110.853622,4499700
2022-10-10,119.790001,119.959999,117.040001,117.750000,109.855362,5990000
2022-10-11,117.459999,119.230003,116.940002,117.800003,109.902023,4043100
2022-10-12,118.000000,118.809998,117.199997,117.570000,109.687439,3338800
2022-10-13,116.099998,122.150002,115.550003,121.790001,113.624496,5837500
2022-10-14,121.800003,122.540001,119.839996,120.040001,111.991829,3762400
2022-10-17,121.800003,122.879997,121.430000,121.519997,113.372604,5458600
2022-10-18,123.000000,123.940002,121.820000,122.940002,114.697395,5120300
2022-10-19,122.360001,123.940002,121.989998,122.510002,114.296227,5906600
2022-10-20,126.250000,128.960007,125.150002,128.300003,119.698036,13623100
2022-10-21,128.389999,130.850006,127.589996,129.899994,121.190742,7201300
2022-10-24,130.899994,133.110001,129.850006,132.690002,123.793701,5610900
2022-10-25,132.000000,133.300003,131.300003,132.929993,124.017616,5957600
2022-10-26,133.720001,135.860001,132.809998,135.009995,125.958160,5139000
2022-10-27,135.550003,136.399994,134.449997,134.770004,125.734261,3993200
2022-10-28,135.559998,138.860001,135.220001,138.509995,129.223495,5965500
2022-10-31,138.059998,138.770004,136.600006,138.289993,129.018234,4915300
2022-11-01,138.250000,138.649994,136.699997,138.199997,128.934265,3590600
2022-11-02,137.750000,140.169998,136.800003,136.830002,127.656143,5360500
2022-11-03,136.419998,136.479996,133.970001,134.470001,125.454369,4442400
2022-11-04,135.649994,137.729996,134.940002,136.960007,127.777428,4178000
2022-11-07,136.639999,138.699997,136.509995,138.339996,129.064880,4043100
2022-11-08,139.000000,140.929993,138.720001,140.039993,130.650909,5042800
2022-11-09,137.949997,138.899994,136.940002,137.389999,129.706833,4720000
2022-11-10,140.259995,141.369995,138.289993,141.229996,133.332092,5389000
2022-11-11,141.500000,144.130005,140.960007,143.169998,135.163620,5871300
2022-11-14,142.630005,146.080002,142.179993,144.199997,136.136017,5293500
2022-11-15,144.080002,146.160004,142.000000,144.339996,136.268173,4727100
2022-11-16,144.130005,144.949997,144.009995,144.520004,136.438110,3445200
2022-11-17,143.410004,146.179993,143.250000,146.089996,137.920319,3954000
2022-11-18,146.559998,148.309998,145.940002,147.639999,139.383636,4661700
2022-11-21,147.550003,147.929993,146.449997,146.679993,138.477310,3476200
2022-11-22,147.600006,149.350006,147.020004,149.100006,140.761978,7062100
2022-11-23,149.100006,150.460007,148.300003,148.750000,140.431564,3658200
2022-11-25,148.270004,149.490005,148.100006,148.369995,140.072800,2075200
2022-11-28,147.979996,148.240005,145.940002,146.179993,138.005264,3538100
2022-11-29,145.910004,147.169998,145.699997,146.490005,138.297958,2754700
2022-11-30,146.190002,149.639999,145.669998,148.899994,140.573166,6377600
2022-12-01,149.979996,150.009995,147.339996,149.160004,140.818634,4495900
2022-12-02,148.130005,149.160004,147.729996,148.669998,140.356033,2900000
2022-12-05,147.940002,148.929993,146.800003,147.410004,139.166504,2784600
2022-12-06,147.300003,147.800003,146.699997,147.500000,139.251465,2847600
2022-12-07,147.330002,148.100006,146.289993,147.270004,139.034348,3971300
2022-12-08,147.899994,149.149994,147.369995,147.779999,139.515823,2665700
2022-12-09,147.399994,148.339996,146.970001,147.050003,138.826660,3047600
